25.0,86.0,23.0
25.0,86.0,23.0
25.0,84.0,23.0
25.0,84.0,23.0
25.0,85.0,23.0
25.0,84.0,23.0
25.0,85.0,23.0
25.0,84.0,23.0
25.0,85.0,23.0
25.0,85.0,23.0
25.0,85.0,23.0
25.0,83.0,23.0
25.0,85.0,23.0
25.0,85.0,23.0
25.0,83.0,23.0
25.0,83.0,23.0
25.0,85.0,23.0
25.0,85.0,23.0
25.0,85.0,23.0
25.0,85.0,23.0
25.0,85.0,23.0
25.0,83.0,23.0
25.0,85.0,23.0
25.0,85.0,23.0
25.0,85.0,23.0
25.0,85.0,23.0
25.0,85.0,23.0
25.0,85.0,23.0
25.0,84.0,23.0
25.0,86.0,23.0
25.0,86.0,23.0
25.0,86.0,23.0
25.0,86.0,23.0
25.0,84.0,23.0
25.0,86.0,23.0
25.0,86.0,23.0
25.0,85.0,23.0
25.0,85.0,23.0
25.0,86.0,23.0
25.0,87.0,23.0
25.0,85.0,23.0
25.0,86.0,23.0
25.0,86.0,23.0
25.0,86.0,23.0
25.0,86.0,23.0
25.0,86.0,23.0
25.0,86.0,23.0
25.0,86.0,23.0
25.0,86.0,23.0
25.0,86.0,23.0
25.0,85.0,23.0
25.0,84.0,23.0
25.0,85.0,23.0
25.0,85.0,23.0
25.0,85.0,23.0
25.0,85.0,23.0
25.0,83.0,23.0
25.0,85.0,23.0
25.0,85.0,23.0
25.0,85.0,23.0
25.0,83.0,23.0
25.0,85.0,23.0
25.0,85.0,23.0
25.0,84.0,23.0
25.0,84.0,23.0
25.0,82.0,23.0
25.0,84.0,23.0
25.0,84.0,23.0
25.0,84.0,23.0
25.0,83.0,22.0
25.0,82.0,23.0
25.0,81.0,22.0
25.0,83.0,23.0
25.0,81.0,22.0
25.0,83.0,23.0
25.0,83.0,22.0
25.0,81.0,23.0
25.0,83.0,22.0
25.0,82.0,22.0
25.0,82.0,22.0
25.0,83.0,22.0
25.0,83.0,22.0
25.0,83.0,22.0
25.0,81.0,22.0
25.0,83.0,22.0
25.0,83.0,22.0
25.0,83.0,22.0
25.0,82.0,22.0
25.0,82.0,22.0
25.0,81.0,22.0
25.0,81.0,22.0
25.0,82.0,22.0
25.0,83.0,22.0
25.0,81.0,22.0
25.0,83.0,22.0
25.0,83.0,22.0
25.0,82.0,22.0
25.0,83.0,22.0
25.0,82.0,22.0
25.0,82.0,22.0
25.0,82.0,22.0
25.0,82.0,22.0
25.0,82.0,22.0
25.0,82.0,22.0
25.0,82.0,22.0
25.0,82.0,22.0
25.0,80.0,22.0
25.0,82.0,22.0
25.0,81.0,22.0
25.0,81.0,22.0
25.0,81.0,22.0
25.0,81.0,22.0
25.0,79.0,22.0
25.0,80.0,22.0
25.0,80.0,22.0
25.0,78.0,22.0
25.0,80.0,22.0
25.0,80.0,22.0
25.0,79.0,22.0
