27.0,73.0,26.0,95.0
27.0,73.0,26.0,95.0
27.0,73.0,26.0,95.0
27.0,73.0,26.0,95.0
27.0,72.0,26.0,95.0
26.0,74.0,25.0,95.0
26.0,72.0,24.0,95.0
26.0,72.0,24.0,95.0
26.0,70.0,24.0,95.0
26.0,72.0,24.0,95.0
26.0,72.0,24.0,95.0
26.0,71.0,24.0,95.0
26.0,71.0,24.0,95.0
26.0,69.0,24.0,95.0
26.0,69.0,24.0,95.0
26.0,71.0,24.0,95.0
26.0,71.0,24.0,95.0
26.0,71.0,24.0,95.0
26.0,71.0,24.0,95.0
26.0,71.0,24.0,95.0
26.0,68.0,24.0,95.0
23.0,70.0,24.0,95.0
26.0,70.0,24.0,95.0
24.0,70.0,24.0,95.0
31.0,55.0,27.0,95.0
31.0,64.0,28.0,95.0
30.0,63.0,28.0,95.0
31.0,63.0,28.0,95.0
30.0,61.0,28.0,95.0
30.0,62.0,28.0,95.0
30.0,63.0,28.0,95.0
30.0,62.0,28.0,95.0
30.0,65.0,28.0,95.0
30.0,59.0,28.0,79.0
30.0,59.0,28.0,95.0
30.0,61.0,28.0,95.0
30.0,62.0,28.0,95.0
30.0,61.0,28.0,95.0
30.0,61.0,28.0,95.0
30.0,59.0,28.0,95.0
30.0,60.0,28.0,95.0
30.0,63.0,28.0,95.0
30.0,63.0,28.0,95.0
30.0,63.0,28.0,95.0
30.0,63.0,28.0,95.0
30.0,64.0,28.0,95.0
30.0,65.0,28.0,95.0
30.0,63.0,28.0,95.0
30.0,65.0,28.0,95.0
30.0,63.0,28.0,95.0
30.0,63.0,28.0,95.0
30.0,64.0,28.0,95.0
30.0,64.0,28.0,95.0
30.0,66.0,28.0,95.0
30.0,67.0,28.0,95.0
30.0,68.0,28.0,95.0
30.0,69.0,28.0,95.0
30.0,70.0,28.0,95.0
30.0,69.0,28.0,95.0
30.0,66.0,28.0,95.0
30.0,69.0,28.0,95.0
30.0,67.0,28.0,95.0
30.0,68.0,28.0,95.0
30.0,68.0,28.0,95.0
30.0,71.0,28.0,95.0
30.0,70.0,28.0,95.0
