25.0,58.0,23.0,95.0
25.0,58.0,23.0,95.0
25.0,56.0,23.0,95.0
12.0,156.0,23.0,95.0
25.0,58.0,23.0,95.0
25.0,58.0,23.0,95.0
25.0,59.0,23.0,95.0
25.0,58.0,23.0,95.0
25.0,58.0,23.0,95.0
25.0,59.0,23.0,95.0
12.0,156.0,23.0,95.0
25.0,59.0,23.0,95.0
25.0,58.0,23.0,95.0
12.0,157.0,23.0,95.0
25.0,57.0,23.0,95.0
25.0,59.0,23.0,95.0
25.0,57.0,23.0,95.0
25.0,59.0,23.0,95.0
25.0,58.0,23.0,95.0
25.0,58.0,23.0,95.0
25.0,59.0,23.0,95.0
25.0,59.0,23.0,95.0
25.0,59.0,23.0,95.0
25.0,59.0,23.0,95.0
25.0,59.0,23.0,95.0
25.0,57.0,23.0,95.0
25.0,59.0,23.0,95.0
25.0,59.0,23.0,95.0
25.0,57.0,23.0,95.0
25.0,59.0,23.0,95.0
25.0,57.0,23.0,95.0
25.0,60.0,23.0,95.0
25.0,60.0,23.0,95.0
25.0,58.0,23.0,95.0
25.0,61.0,23.0,95.0
25.0,59.0,23.0,95.0
25.0,61.0,23.0,95.0
25.0,59.0,23.0,95.0
25.0,61.0,23.0,95.0
25.0,59.0,23.0,95.0
25.0,59.0,23.0,95.0
25.0,62.0,23.0,95.0
25.0,60.0,23.0,95.0
25.0,62.0,23.0,95.0
25.0,61.0,23.0,95.0
25.0,59.0,23.0,95.0
25.0,61.0,23.0,95.0
25.0,59.0,23.0,95.0
25.0,59.0,23.0,95.0
25.0,61.0,22.0,95.0
25.0,60.0,22.0,95.0
25.0,58.0,22.0,95.0
25.0,61.0,22.0,95.0
25.0,59.0,22.0,95.0
25.0,61.0,22.0,95.0
24.0,61.0,22.0,95.0
25.0,61.0,23.0,95.0
24.0,61.0,23.0,95.0
24.0,61.0,22.0,95.0
24.0,59.0,22.0,95.0
25.0,60.0,22.0,95.0
25.0,58.0,22.0,95.0
25.0,60.0,22.0,95.0
12.0,158.0,22.0,95.0
12.0,158.0,22.0,95.0
25.0,60.0,23.0,95.0
24.0,59.0,22.0,95.0
25.0,60.0,22.0,95.0
24.0,61.0,22.0,95.0
25.0,61.0,22.0,95.0
25.0,61.0,22.0,95.0
25.0,61.0,22.0,95.0
24.0,61.0,22.0,95.0
24.0,61.0,22.0,95.0
24.0,61.0,22.0,95.0
12.0,158.0,22.0,95.0
24.0,61.0,22.0,95.0
24.0,61.0,22.0,95.0
12.0,158.0,22.0,95.0
24.0,61.0,22.0,95.0
24.0,59.0,22.0,95.0
24.0,61.0,22.0,95.0
24.0,59.0,11.0,175.0
12.0,157.0,22.0,95.0
24.0,61.0,22.0,95.0
12.0,158.0,22.0,95.0
24.0,59.0,22.0,95.0
25.0,60.0,22.0,95.0
25.0,60.0,22.0,95.0
25.0,60.0,22.0,95.0
25.0,61.0,22.0,95.0
24.0,61.0,22.0,95.0
24.0,61.0,22.0,95.0
24.0,62.0,22.0,95.0
24.0,62.0,22.0,95.0
24.0,60.0,22.0,95.0
12.0,157.0,22.0,95.0
12.0,158.0,22.0,95.0
24.0,61.0,22.0,95.0
24.0,59.0,11.0,175.0
24.0,60.0,22.0,95.0
24.0,62.0,22.0,95.0
24.0,62.0,22.0,95.0
24.0,61.0,22.0,95.0
12.0,158.0,22.0,95.0
24.0,61.0,22.0,95.0
24.0,61.0,22.0,95.0
12.0,158.0,22.0,95.0
24.0,61.0,22.0,95.0
24.0,60.0,22.0,95.0
24.0,58.0,22.0,95.0
24.0,60.0,22.0,95.0
24.0,59.0,22.0,95.0
24.0,61.0,22.0,95.0
24.0,61.0,22.0,95.0
24.0,61.0,22.0,95.0
24.0,61.0,22.0,95.0
24.0,61.0,22.0,95.0
24.0,60.0,22.0,95.0
24.0,61.0,22.0,95.0
24.0,60.0,22.0,95.0
24.0,62.0,22.0,95.0
24.0,62.0,22.0,95.0
24.0,62.0,22.0,95.0
24.0,62.0,22.0,95.0
24.0,62.0,22.0,95.0
24.0,60.0,22.0,95.0
24.0,62.0,22.0,95.0
12.0,31.0,22.0,95.0
24.0,62.0,22.0,95.0
24.0,62.0,22.0,95.0
24.0,61.0,22.0,95.0
24.0,61.0,22.0,95.0
24.0,61.0,22.0,95.0
24.0,61.0,22.0,95.0
24.0,61.0,22.0,95.0
24.0,61.0,22.0,95.0
12.0,158.0,22.0,95.0
24.0,61.0,22.0,95.0
24.0,60.0,22.0,95.0
24.0,59.0,22.0,95.0
24.0,61.0,22.0,95.0
24.0,59.0,22.0,95.0
24.0,61.0,22.0,95.0
24.0,61.0,11.0,175.0
24.0,60.0,22.0,95.0
24.0,62.0,22.0,95.0
24.0,62.0,22.0,95.0
24.0,62.0,22.0,95.0
24.0,61.0,22.0,95.0
24.0,59.0,22.0,95.0
24.0,61.0,22.0,95.0
24.0,62.0,22.0,95.0
24.0,60.0,22.0,95.0
24.0,59.0,22.0,95.0
24.0,59.0,22.0,95.0
24.0,61.0,22.0,95.0
24.0,61.0,22.0,95.0
24.0,61.0,22.0,95.0
24.0,61.0,22.0,95.0
24.0,61.0,22.0,95.0
24.0,61.0,22.0,95.0
24.0,60.0,22.0,95.0
