27.0,67.0,24.0,95.0
27.0,66.0,24.0,95.0
13.0,161.0,24.0,95.0
26.0,68.0,24.0,95.0
26.0,69.0,24.0,95.0
26.0,69.0,24.0,95.0
26.0,69.0,24.0,95.0
26.0,69.0,24.0,95.0
26.0,67.0,24.0,95.0
26.0,69.0,24.0,95.0
26.0,68.0,24.0,95.0
27.0,69.0,24.0,95.0
27.0,69.0,24.0,95.0
27.0,68.0,24.0,95.0
13.0,162.0,24.0,95.0
27.0,69.0,24.0,95.0
27.0,67.0,24.0,95.0
27.0,67.0,24.0,95.0
27.0,69.0,24.0,95.0
27.0,69.0,24.0,95.0
27.0,69.0,24.0,95.0
27.0,69.0,24.0,95.0
27.0,68.0,24.0,95.0
27.0,68.0,24.0,95.0
27.0,68.0,24.0,95.0
27.0,66.0,24.0,95.0
27.0,68.0,24.0,95.0
26.0,68.0,24.0,95.0
13.0,162.0,24.0,95.0
26.0,69.0,24.0,95.0
26.0,69.0,24.0,95.0
26.0,69.0,24.0,95.0
26.0,69.0,24.0,95.0
27.0,69.0,24.0,95.0
27.0,69.0,24.0,95.0
27.0,69.0,24.0,95.0
27.0,67.0,24.0,95.0
27.0,69.0,24.0,95.0
27.0,69.0,24.0,95.0
27.0,67.0,24.0,95.0
27.0,69.0,24.0,95.0
27.0,66.0,24.0,95.0
27.0,68.0,24.0,95.0
27.0,68.0,24.0,95.0
27.0,68.0,24.0,95.0
27.0,67.0,24.0,95.0
27.0,67.0,24.0,95.0
27.0,66.0,24.0,95.0
27.0,66.0,24.0,95.0
26.0,68.0,24.0,95.0
26.0,68.0,24.0,95.0
26.0,69.0,24.0,95.0
26.0,69.0,24.0,95.0
26.0,69.0,24.0,95.0
26.0,69.0,24.0,95.0
27.0,69.0,24.0,95.0
27.0,67.0,24.0,95.0
27.0,67.0,24.0,95.0
27.0,69.0,24.0,95.0
27.0,67.0,24.0,95.0
27.0,69.0,24.0,95.0
27.0,68.0,24.0,95.0
27.0,68.0,24.0,95.0
27.0,68.0,24.0,95.0
27.0,66.0,24.0,95.0
27.0,68.0,24.0,95.0
13.0,162.0,24.0,95.0
27.0,68.0,24.0,95.0
27.0,68.0,24.0,95.0
27.0,66.0,24.0,95.0
27.0,67.0,24.0,95.0
27.0,67.0,24.0,95.0
27.0,65.0,24.0,95.0
27.0,67.0,24.0,95.0
27.0,67.0,24.0,95.0
27.0,65.0,24.0,95.0
27.0,67.0,24.0,95.0
27.0,67.0,24.0,95.0
27.0,66.0,24.0,95.0
27.0,66.0,24.0,95.0
27.0,66.0,24.0,95.0
27.0,66.0,24.0,95.0
27.0,64.0,24.0,95.0
27.0,66.0,24.0,95.0
27.0,66.0,24.0,95.0
27.0,65.0,24.0,95.0
27.0,65.0,24.0,95.0
27.0,65.0,24.0,95.0
27.0,65.0,24.0,95.0
27.0,65.0,24.0,95.0
27.0,63.0,24.0,95.0
27.0,65.0,24.0,95.0
27.0,65.0,12.0,175.0
27.0,65.0,24.0,95.0
27.0,63.0,24.0,95.0
27.0,63.0,24.0,95.0
27.0,65.0,24.0,95.0
27.0,63.0,24.0,95.0
27.0,65.0,24.0,95.0
27.0,63.0,24.0,95.0
27.0,65.0,24.0,95.0
27.0,65.0,24.0,95.0
27.0,65.0,24.0,95.0
27.0,65.0,24.0,95.0
